ID,Severity,Start_Time,Start_Lat,Start_Lng,City,State,Weather_Condition,Temperature(F),Visibility(mi),Junction,Traffic_Signal,Hour,Day_of_Week
A-432,2,2016-02-24 10:20:40,41.4758,-81.66036,Cleveland,OH,Light Rain,36.0,3.0,False,False,10,Wednesday
A-433,4,2016-02-24 10:20:40,41.628312,-84.812135,Angola,IN,Unknown,30.2,1.0,False,False,10,Wednesday
A-434,3,2016-02-24 10:30:08,39.96724,-83.02459,Columbus,OH,Light Rain,48.9,6.0,False,False,10,Wednesday
A-435,2,2016-02-24 10:49:54,41.96429000000001,-83.35018000000002,Monroe,MI,Light Rain,33.8,5.0,False,False,10,Wednesday
A-436,2,2016-02-24 11:14:18,41.282993,-83.638931,Portage,OH,Light Rain,35.1,1.5,False,False,11,Wednesday
A-437,2,2016-02-24 12:00:41,41.63126,-83.48336,Oregon,OH,Rain,35.1,1.2,False,False,12,Wednesday
A-438,4,2016-02-24 12:27:56,41.427584,-85.8495,Milford,IN,Light Snow,33.1,0.8,False,False,12,Wednesday
A-439,4,2016-02-24 12:27:57,41.471378,-85.839527,New Paris,IN,Light Snow,33.1,0.8,False,False,12,Wednesday
A-440,3,2016-02-24 12:36:23,41.46747,-81.75909,Cleveland,OH,Light Rain,39.0,1.8,False,False,12,Wednesday
A-441,2,2016-02-24 13:34:42,39.18364,-84.48373000000002,Cincinnati,OH,Overcast,57.9,10.0,False,False,13,Wednesday
A-442,2,2016-02-24 13:42:10,41.94495,-80.40234,Girard,PA,Light Rain,37.0,2.5,False,False,13,Wednesday
A-443,3,2016-02-24 14:18:53,39.53078,-84.310264,Franklin,OH,Light Rain,53.1,10.0,False,False,14,Wednesday
A-444,3,2016-02-24 16:03:13,41.438774,-81.80341999999997,Cleveland,OH,Overcast,41.0,2.5,False,False,16,Wednesday
A-445,2,2016-02-24 16:05:42,39.9838,-82.85656999999998,Columbus,OH,Overcast,55.9,8.0,False,False,16,Wednesday
A-446,2,2016-02-24 16:06:58,40.44413400000001,-80.028261,Pittsburgh,PA,Light Rain,55.9,2.5,False,True,16,Wednesday
A-447,3,2016-02-24 16:26:55,39.97727,-83.15445,Columbus,OH,Overcast,53.6,10.0,False,False,16,Wednesday
A-448,3,2016-02-24 16:26:55,39.9745,-83.09654,Columbus,OH,Overcast,53.6,10.0,False,False,16,Wednesday
A-449,3,2016-02-24 16:29:23,39.97865,-83.11698,Columbus,OH,Overcast,53.6,10.0,False,False,16,Wednesday
A-450,3,2016-02-24 16:30:38,39.97327,-83.12002,Columbus,OH,Overcast,53.6,10.0,False,False,16,Wednesday
A-451,2,2016-02-24 16:36:37,39.22571,-84.36832,Cincinnati,OH,Overcast,46.9,10.0,True,False,16,Wednesday
A-452,3,2016-02-24 16:36:37,39.986342,-83.118881,Columbus,OH,Overcast,53.6,10.0,False,False,16,Wednesday
A-453,2,2016-02-24 17:13:07,39.73629,-84.20489,Dayton,OH,Overcast,42.1,6.0,False,False,17,Wednesday
A-454,2,2016-02-24 17:30:40,41.4051,-81.8184,Brookpark,OH,Light Rain,46.4,2.0,False,False,17,Wednesday
A-455,3,2016-02-24 17:48:53,41.41101,-81.66634,Brooklyn Heights,OH,Mostly Cloudy,37.9,7.0,False,False,17,Wednesday
A-456,2,2016-02-24 18:04:38,39.24464,-84.44835,Cincinnati,OH,Light Rain,45.0,10.0,False,False,18,Wednesday
A-457,2,2016-02-24 18:04:38,40.11212,-83.03905999999998,Columbus,OH,Mostly Cloudy,52.0,10.0,False,False,18,Wednesday
A-458,2,2016-02-24 18:25:43,40.30095,-80.16651999999998,Canonsburg,PA,Clear,50.0,10.0,False,False,18,Wednesday
A-459,3,2016-02-24 18:55:21,41.49243,-81.67554,Cleveland,OH,Light Rain,37.9,2.0,True,False,18,Wednesday
A-460,2,2016-02-24 20:04:38,40.1827,-80.26148,Washington,PA,Mostly Cloudy,50.0,10.0,False,False,20,Wednesday
A-461,4,2016-02-25 01:54:24,39.95459,-83.04255,Columbus,OH,Overcast,32.5,5.0,False,False,1,Thursday
A-462,4,2016-02-25 06:14:20,39.97527,-85.14018,Hagerstown,IN,Overcast,33.1,7.0,False,False,6,Thursday
A-463,4,2016-02-25 06:14:20,39.98511,-85.14406,Economy,IN,Overcast,33.1,7.0,False,False,6,Thursday
A-464,3,2016-02-25 06:36:24,38.29514,-85.75655,Clarksville,IN,Overcast,36.0,10.0,False,False,6,Thursday
A-465,3,2016-02-25 07:27:52,39.93654,-83.40048,London,OH,Overcast,32.0,7.0,False,False,7,Thursday
A-466,2,2016-02-25 07:27:52,39.11543,-84.50003000000002,Cincinnati,OH,Light Snow,34.0,4.0,False,False,7,Thursday
A-467,2,2016-02-25 07:54:59,41.030684,-81.885739,Seville,OH,Overcast,30.9,6.0,False,False,7,Thursday
A-468,2,2016-02-25 08:52:42,41.43166,-81.68160999999998,Cleveland,OH,Light Snow,33.1,2.0,False,False,8,Thursday
A-469,3,2016-02-25 08:58:59,40.6664,-80.227514,Conway,PA,Overcast,32.0,10.0,False,False,8,Thursday
A-470,3,2016-02-25 08:58:59,40.67137,-80.22581,Freedom,PA,Overcast,32.0,10.0,False,False,8,Thursday
A-471,4,2016-02-25 09:06:29,41.305199,-81.438626,Twinsburg,OH,Light Snow,31.3,2.0,False,False,9,Thursday
A-472,4,2016-02-25 09:47:58,40.354252,-85.843032,Elwood,IN,Haze,31.6,1.5,False,False,9,Thursday
A-473,4,2016-02-25 09:47:58,40.402251,-85.842969,Fairmount,IN,Haze,31.6,1.5,False,False,9,Thursday
A-474,4,2016-02-25 10:07:45,41.26752000000001,-85.85673,Warsaw,IN,Light Snow,32.0,5.0,False,False,10,Thursday
A-475,2,2016-02-25 11:53:19,39.97307,-82.98405,Columbus,OH,Light Snow,34.0,5.0,False,False,11,Thursday
A-476,4,2016-02-25 13:13:48,39.9672,-81.28699999999998,Quaker City,OH,Light Snow,37.0,5.0,False,False,13,Thursday
A-477,4,2016-02-25 13:13:48,39.96392,-81.27197,Quaker City,OH,Light Snow,37.0,5.0,False,False,13,Thursday
A-478,2,2016-02-25 13:26:32,41.52631,-83.62123000000003,Perrysburg,OH,Light Snow,33.1,0.8,False,False,13,Thursday
A-479,2,2016-02-25 15:32:42,39.93292,-82.83025,Reynoldsburg,OH,Light Snow,33.8,2.5,False,False,15,Thursday
A-480,2,2016-02-25 15:42:44,39.08272,-84.52264,Covington,KY,Overcast,37.0,10.0,False,False,15,Thursday
A-481,2,2016-02-25 15:42:44,39.8552,-84.32502,Clayton,OH,Light Snow,33.1,1.8,False,False,15,Thursday
A-482,2,2016-02-25 15:50:16,41.65404,-85.70526,Middlebury,IN,Overcast,30.9,9.0,False,False,15,Thursday
A-483,2,2016-02-25 15:52:48,41.39465,-81.65326,Independence,OH,Snow,30.0,0.5,False,False,15,Thursday
A-484,2,2016-02-25 15:59:11,41.06211,-81.53053,Akron,OH,Light Snow,30.9,1.2,False,False,15,Thursday
A-485,2,2016-02-25 16:47:55,41.09598,-81.49976,Akron,OH,Snow,30.0,0.5,False,False,16,Thursday
A-486,4,2016-02-25 16:52:55,41.85222,-85.67843,Constantine,MI,Overcast,29.1,7.0,False,False,16,Thursday
A-487,3,2016-02-25 17:01:27,38.148808,-80.929665,Hico,WV,Light Snow,30.0,1.0,False,False,17,Thursday
A-488,4,2016-02-25 17:01:27,41.52447,-85.57791,Topeka,IN,Overcast,30.0,9.0,False,False,17,Thursday
A-489,4,2016-02-25 17:01:27,41.5105,-85.57781,Ligonier,IN,Overcast,30.0,9.0,False,False,17,Thursday
A-490,2,2016-02-25 17:35:17,39.90524,-82.89541,Columbus,OH,Light Snow,32.0,1.0,False,False,17,Thursday
A-491,2,2016-02-25 17:35:17,41.23598,-81.49325999999998,Hudson,OH,Light Snow,27.7,4.0,False,False,17,Thursday
A-492,2,2016-02-25 17:39:04,38.70101,-80.66483000000002,Sutton,WV,Snow,32.0,0.25,False,False,17,Thursday
A-493,3,2016-02-25 17:46:42,39.22498,-84.38094,Cincinnati,OH,Overcast,36.0,10.0,True,False,17,Thursday
A-494,3,2016-02-25 17:44:09,40.776023,-80.12718100000002,Zelienople,PA,Overcast,30.2,10.0,False,False,17,Thursday
A-495,4,2016-02-25 18:39:56,38.86027,-80.65729,Burnsville,WV,Light Snow,32.0,6.0,False,False,18,Thursday
A-496,2,2016-02-25 19:36:06,39.88203,-83.04748000000002,Grove City,OH,Overcast,32.2,10.0,False,False,19,Thursday
A-497,3,2016-02-25 19:58:08,39.89253400000001,-83.038786,Grove City,OH,Overcast,32.0,10.0,False,False,19,Thursday
A-498,4,2016-02-25 20:06:42,39.89698,-83.03428000000002,Grove City,OH,Overcast,32.0,10.0,True,False,20,Thursday
A-499,3,2016-02-26 10:43:39,41.67439,-83.693727,Toledo,OH,Overcast,29.8,10.0,False,False,10,Friday
A-500,3,2016-02-26 11:07:30,41.12999,-85.15503000000002,Fort Wayne,IN,Overcast,32.0,10.0,False,False,11,Friday
A-501,2,2016-02-26 12:41:25,39.09889,-84.52118,Cincinnati,OH,Overcast,36.0,10.0,False,False,12,Friday
A-502,2,2016-02-26 12:41:26,41.52631,-83.62123000000003,Perrysburg,OH,Mostly Cloudy,32.0,10.0,False,False,12,Friday
A-503,2,2016-02-26 12:41:25,39.088552,-84.522724,Covington,KY,Overcast,36.0,10.0,False,False,12,Friday
A-504,2,2016-02-26 12:56:31,39.95423,-82.98879000000002,Columbus,OH,Mostly Cloudy,32.0,10.0,False,False,12,Friday
A-505,2,2016-02-26 12:55:15,39.21018,-84.46345,Cincinnati,OH,Overcast,36.0,10.0,True,False,12,Friday
A-506,2,2016-02-26 12:56:31,39.95369,-82.96403000000002,Columbus,OH,Mostly Cloudy,32.0,10.0,False,False,12,Friday
A-507,2,2016-02-26 13:15:13,40.40934,-80.19247,Oakdale,PA,Mostly Cloudy,30.9,10.0,False,False,13,Friday
A-508,2,2016-02-26 13:15:13,40.44126,-80.19314,Oakdale,PA,Mostly Cloudy,30.9,10.0,False,False,13,Friday
A-509,3,2016-02-26 13:43:59,39.16161,-84.51375,Cincinnati,OH,Overcast,35.1,10.0,True,False,13,Friday
A-510,4,2016-02-26 14:34:31,39.16161,-84.51375,Cincinnati,OH,Overcast,36.0,10.0,True,False,14,Friday
A-511,4,2016-02-26 14:33:16,39.15141,-84.54061,Cincinnati,OH,Overcast,36.0,10.0,False,False,14,Friday
A-512,4,2016-02-26 14:59:46,39.75855,-85.13715,Milton,IN,Overcast,33.8,10.0,False,False,14,Friday
A-513,3,2016-02-26 12:55:26,41.67571,-83.69385,Toledo,OH,Scattered Clouds,31.3,10.0,False,False,12,Friday
A-514,2,2016-02-26 16:20:08,41.67571,-83.69385,Toledo,OH,Overcast,31.1,10.0,False,False,16,Friday
A-515,2,2016-02-26 16:20:08,39.28805,-84.37462,Cincinnati,OH,Overcast,37.0,10.0,False,False,16,Friday
A-516,2,2016-02-26 16:21:25,41.53618,-83.6176,Perrysburg,OH,Overcast,32.0,10.0,False,False,16,Friday
A-517,2,2016-02-26 17:39:38,39.07202,-84.51907,Covington,KY,Mostly Cloudy,36.0,10.0,False,False,17,Friday
A-518,4,2016-02-26 18:33:12,38.259133,-85.752672,Louisville,KY,Overcast,39.9,10.0,False,False,18,Friday
A-519,2,2016-02-26 20:13:53,40.44425,-80.02821,Pittsburgh,PA,Clear,27.0,10.0,False,True,20,Friday
A-520,2,2016-02-26 20:13:53,40.44278,-80.02468,Pittsburgh,PA,Clear,27.0,10.0,False,False,20,Friday
A-521,2,2016-02-27 13:12:08,38.30155,-85.85499,New Albany,IN,Clear,50.0,10.0,False,False,13,Saturday
A-522,3,2016-02-27 13:31:39,40.35405,-80.13756,Morgan,PA,Scattered Clouds,37.0,10.0,False,False,13,Saturday
A-523,3,2016-02-27 13:31:39,40.35449000000001,-80.13835999999998,Morgan,PA,Scattered Clouds,37.0,10.0,False,False,13,Saturday
A-524,3,2016-02-27 13:38:32,38.30344,-85.88893,New Albany,IN,Clear,52.0,10.0,False,False,13,Saturday
A-525,3,2016-02-27 17:00:39,41.08789,-83.66011,Findlay,OH,Clear,46.9,10.0,False,False,17,Saturday
A-526,4,2016-02-28 01:07:39,41.02454,-80.92163000000002,Berlin Center,OH,Clear,40.1,10.0,False,False,1,Sunday
A-527,4,2016-02-28 01:07:39,41.02413,-80.90579,North Jackson,OH,Partly Cloudy,39.0,10.0,False,False,1,Sunday
A-528,4,2016-02-28 09:36:53,39.08168,-84.7069,Hebron,KY,Clear,53.1,10.0,False,False,9,Sunday
A-529,2,2016-02-28 12:46:09,38.18539000000001,-85.81793,Louisville,KY,Partly Cloudy,66.9,10.0,False,False,12,Sunday
A-530,2,2016-02-28 14:17:06,39.27734,-84.86438000000003,West Harrison,IN,Partly Cloudy,64.0,10.0,False,False,14,Sunday
A-531,2,2016-02-29 09:32:37,39.16437,-84.43731,Cincinnati,OH,Overcast,41.0,10.0,False,False,9,Monday
A-532,2,2016-02-29 09:43:56,39.748585,-84.226084,Dayton,OH,Overcast,39.0,10.0,False,False,9,Monday
A-533,2,2016-02-29 12:59:31,39.4728,-80.11963,Fairmont,WV,Overcast,45.0,10.0,False,False,12,Monday
A-534,4,2016-02-29 14:46:39,41.187807,-80.149019,Mercer,PA,Mostly Cloudy,44.6,10.0,False,False,14,Monday
A-535,4,2016-02-29 14:46:40,41.19242,-80.15860500000002,Mercer,PA,Mostly Cloudy,44.6,10.0,False,False,14,Monday
A-536,2,2016-02-29 15:23:40,38.233483,-85.62671800000003,Louisville,KY,Clear,55.0,10.0,False,False,15,Monday
A-537,2,2016-02-29 16:11:39,38.33954,-81.609895,Charleston,WV,Partly Cloudy,54.0,10.0,True,False,16,Monday
A-538,3,2016-02-29 17:08:08,40.07297,-83.1347,Dublin,OH,Clear,52.0,10.0,False,False,17,Monday
A-539,2,2016-02-29 17:10:37,40.08402,-83.13046,Dublin,OH,Clear,52.0,10.0,False,True,17,Monday
A-540,3,2016-02-29 17:13:06,38.34631,-83.40449,Morehead,KY,Clear,55.4,10.0,False,False,17,Monday
A-541,3,2016-02-29 17:13:06,38.35382,-83.40553,Morehead,KY,Clear,55.4,10.0,False,False,17,Monday
A-542,2,2016-02-29 17:30:24,39.04416,-84.46656,Newport,KY,Clear,53.1,10.0,False,False,17,Monday
A-543,2,2016-02-29 17:38:55,38.41807,-81.54525,Charleston,WV,Partly Cloudy,54.0,10.0,False,False,17,Monday
A-544,2,2016-02-29 18:57:07,38.309401,-85.847643,New Albany,IN,Clear,55.0,10.0,True,False,18,Monday
A-545,2,2016-02-29 19:46:42,41.64679,-83.54913,Toledo,OH,Overcast,45.0,10.0,False,False,19,Monday
A-546,2,2016-02-29 21:41:22,38.198748,-85.733953,Louisville,KY,Partly Cloudy,48.9,10.0,False,False,21,Monday
A-547,2,2016-03-01 01:14:28,39.97401,-82.99355,Columbus,OH,Partly Cloudy,36.0,10.0,False,False,1,Tuesday
A-548,3,2016-03-01 04:50:12,39.17397,-84.49031,Cincinnati,OH,Clear,32.0,6.0,False,False,4,Tuesday
A-549,2,2016-03-01 06:23:52,41.68843,-83.56258000000003,Toledo,OH,Scattered Clouds,27.5,10.0,False,False,6,Tuesday
A-550,3,2016-03-01 07:04:07,41.67904,-83.5732,Toledo,OH,Overcast,27.5,10.0,False,False,7,Tuesday
A-551,2,2016-03-01 07:24:41,39.25249,-84.36493,Cincinnati,OH,Clear,33.1,10.0,False,False,7,Tuesday
A-552,3,2016-03-01 07:52:52,38.310736,-85.590395,Louisville,KY,Scattered Clouds,46.0,10.0,False,False,7,Tuesday
A-553,2,2016-03-01 08:13:26,41.46941,-81.80535,Cleveland,OH,Overcast,30.0,10.0,False,False,8,Tuesday
A-554,2,2016-03-01 09:36:12,38.20674,-85.74846,Louisville,KY,Overcast,55.9,10.0,False,False,9,Tuesday
A-555,2,2016-03-01 10:14:14,39.226317,-84.37107900000002,Cincinnati,OH,Light Rain,46.9,5.0,False,False,10,Tuesday
A-556,2,2016-03-01 11:39:26,41.68721,-83.55579,Toledo,OH,Overcast,32.0,10.0,False,False,11,Tuesday
A-557,2,2016-03-01 11:51:46,40.09775,-84.22926,Troy,OH,Overcast,50.0,10.0,False,False,11,Tuesday
A-558,3,2016-03-01 12:03:00,41.42147,-81.70682,Cleveland,OH,Clear,48.0,10.0,False,False,12,Tuesday
A-559,3,2016-03-01 12:22:23,38.29414600000001,-85.756847,Clarksville,IN,Light Rain,53.1,2.0,False,False,12,Tuesday
A-560,2,2016-03-01 13:42:36,39.17304,-84.47589,Cincinnati,OH,Heavy Rain,48.9,3.0,True,False,13,Tuesday
A-561,3,2016-03-01 14:07:48,38.15982,-84.67308,Midway,KY,Heavy Rain,57.0,3.0,False,False,14,Tuesday
A-562,3,2016-03-01 14:46:13,39.11675,-84.53355,Cincinnati,OH,Light Rain,51.1,7.0,False,False,14,Tuesday
A-563,2,2016-03-01 14:46:13,39.24943,-84.36541,Cincinnati,OH,Light Rain,51.1,7.0,False,False,14,Tuesday
A-564,2,2016-03-01 16:16:53,41.06146,-81.5049,Akron,OH,Overcast,55.9,10.0,False,False,16,Tuesday
A-565,2,2016-03-01 16:18:06,39.18364,-84.48373000000002,Cincinnati,OH,Rain,52.0,1.8,False,False,16,Tuesday
A-566,2,2016-03-01 16:15:37,39.98793,-82.98568,Columbus,OH,Heavy Rain,48.2,4.0,False,False,16,Tuesday
A-567,2,2016-03-01 16:16:53,39.95971,-83.04811,Columbus,OH,Rain,48.2,4.0,False,False,16,Tuesday
A-568,2,2016-03-01 16:14:22,39.1479,-84.53929000000002,Cincinnati,OH,Rain,52.0,1.8,False,False,16,Tuesday
A-569,2,2016-03-01 16:49:39,39.89555,-83.84997,Springfield,OH,Overcast,50.0,10.0,False,False,16,Tuesday
A-570,2,2016-03-01 16:47:08,39.99226,-82.98517,Columbus,OH,Light Rain,48.0,4.0,False,False,16,Tuesday
A-571,3,2016-03-01 17:01:39,39.40983,-82.97548,Chillicothe,OH,Light Rain,47.7,7.0,False,False,17,Tuesday
A-572,2,2016-03-01 17:15:08,40.6126,-80.09494000000002,Wexford,PA,Overcast,62.6,10.0,False,False,17,Tuesday
A-573,2,2016-03-01 17:34:06,39.22479000000001,-84.27783000000002,Loveland,OH,Overcast,49.6,10.0,False,False,17,Tuesday
A-574,2,2016-03-01 17:31:38,39.11675,-84.53355,Cincinnati,OH,Light Rain,48.9,10.0,False,False,17,Tuesday
A-575,3,2016-03-01 17:31:38,41.43869,-81.80554000000002,Cleveland,OH,Rain,46.0,2.5,False,False,17,Tuesday
A-576,2,2016-03-01 17:46:37,40.016819,-82.90411,Columbus,OH,Overcast,48.2,8.0,False,False,17,Tuesday
A-577,2,2016-03-01 17:42:50,39.09757000000001,-84.51666,Cincinnati,OH,Light Rain,48.9,10.0,True,False,17,Tuesday
A-578,2,2016-03-01 17:57:36,41.06247000000001,-81.52405,Akron,OH,Light Rain,48.0,3.0,False,False,17,Tuesday
A-579,2,2016-03-01 17:57:36,39.13219,-84.49464,Cincinnati,OH,Light Rain,48.9,10.0,False,False,17,Tuesday
A-580,3,2016-03-01 18:15:55,39.097654,-84.516019,Cincinnati,OH,Overcast,45.0,10.0,False,False,18,Tuesday
A-581,2,2016-03-02 09:52:29,41.34965,-81.51146,Macedonia,OH,Light Snow,21.9,0.5,False,False,9,Wednesday
A-582,2,2016-03-02 09:52:29,41.37717,-81.5139,Bedford,OH,Overcast,25.0,10.0,False,False,9,Wednesday
A-583,4,2016-03-02 10:14:38,40.12589000000001,-80.13661,Eighty Four,PA,Overcast,24.8,8.0,False,False,10,Wednesday
A-584,4,2016-03-02 10:14:38,40.13189000000001,-80.132407,Eighty Four,PA,Overcast,24.8,8.0,False,False,10,Wednesday
A-585,4,2016-03-02 11:28:12,40.00507,-83.1186,Columbus,OH,Overcast,28.4,10.0,False,False,11,Wednesday
A-586,4,2016-03-02 12:04:52,39.43794000000001,-82.53893000000002,Logan,OH,Light Snow,27.0,9.0,False,False,12,Wednesday
A-587,2,2016-03-02 12:28:45,39.12627,-84.53509,Cincinnati,OH,Partly Cloudy,34.0,10.0,True,False,12,Wednesday
A-588,3,2016-03-02 05:10:40,38.07759,-84.45711999999997,Lexington,KY,Overcast,28.9,9.0,False,False,5,Wednesday
A-589,3,2016-03-02 14:56:43,40.09079000000001,-82.90783,Westerville,OH,Overcast,32.0,10.0,False,False,14,Wednesday
A-590,2,2016-03-02 14:56:44,39.64731,-85.91696999999998,Fairland,IN,Clear,36.0,10.0,False,False,14,Wednesday
A-591,2,2016-03-02 15:07:47,39.08927,-84.5227,Covington,KY,Clear,37.0,10.0,False,False,15,Wednesday
A-592,2,2016-03-02 15:52:25,38.26109,-85.73695,Louisville,KY,Clear,39.0,10.0,False,False,15,Wednesday
A-593,2,2016-03-02 15:53:38,38.19785,-85.70445,Louisville,KY,Partly Cloudy,39.9,10.0,False,False,15,Wednesday
A-594,2,2016-03-02 16:10:42,39.05654000000001,-84.54283000000002,Covington,KY,Clear,37.0,10.0,False,False,16,Wednesday
A-595,2,2016-03-02 16:13:12,41.42413,-81.64519,Cleveland,OH,Overcast,26.1,10.0,False,False,16,Wednesday
A-596,2,2016-03-02 16:32:39,39.28638,-84.42706,Cincinnati,OH,Clear,37.0,10.0,False,False,16,Wednesday
A-597,2,2016-03-02 16:38:23,41.37499,-83.61635,Bowling Green,OH,Overcast,28.9,10.0,False,False,16,Wednesday
A-598,2,2016-03-02 16:38:23,41.06228,-81.50986999999998,Akron,OH,Overcast,28.0,10.0,False,False,16,Wednesday
A-599,3,2016-03-02 17:06:38,41.53907,-81.63354,Cleveland,OH,Mostly Cloudy,26.1,10.0,False,False,17,Wednesday
A-600,3,2016-03-02 17:07:53,40.04916,-83.03336,Columbus,OH,Scattered Clouds,32.0,10.0,False,False,17,Wednesday
A-601,3,2016-03-02 17:14:51,41.13613,-81.72196,Medina,OH,Overcast,25.0,9.0,False,False,17,Wednesday
A-602,2,2016-03-02 17:18:39,39.09891,-84.49181999999998,Newport,KY,Clear,37.0,10.0,False,False,17,Wednesday
A-603,3,2016-03-02 17:38:51,39.96268,-82.84305,Columbus,OH,Scattered Clouds,30.9,10.0,False,False,17,Wednesday
A-604,3,2016-03-02 17:40:05,39.17397,-84.49031,Cincinnati,OH,Clear,35.1,10.0,False,False,17,Wednesday
A-605,2,2016-03-02 18:29:43,39.16911,-84.42104,Cincinnati,OH,Clear,33.1,10.0,False,False,18,Wednesday
A-606,3,2016-03-02 18:51:41,39.003821,-80.391285,Horner,WV,Overcast,26.6,10.0,False,False,18,Wednesday
A-607,2,2016-03-02 20:16:10,39.17736,-84.4873,Cincinnati,OH,Clear,30.9,10.0,False,False,20,Wednesday
A-608,3,2016-03-02 20:23:38,39.14316,-84.47069,Cincinnati,OH,Clear,30.9,10.0,True,False,20,Wednesday
A-609,3,2016-03-02 20:34:22,39.2696,-84.34894,Cincinnati,OH,Clear,30.0,10.0,False,False,20,Wednesday
A-610,4,2016-03-02 20:50:31,40.521732,-81.64755,Sugarcreek,OH,Overcast,28.0,10.0,False,False,20,Wednesday
A-611,4,2016-03-02 20:50:31,40.513361,-81.651599,Sugarcreek,OH,Overcast,28.0,10.0,False,False,20,Wednesday
A-612,2,2016-03-02 21:39:23,41.52631,-83.62123000000003,Perrysburg,OH,Clear,24.1,10.0,False,False,21,Wednesday
A-613,4,2016-03-03 00:25:41,38.992607,-80.195782,Buckhannon,WV,Clear,21.2,10.0,False,False,0,Thursday
A-614,4,2016-03-03 05:07:40,38.839151,-82.152877,Gallipolis,OH,Cloudy,23.0,10.0,False,False,5,Thursday
A-615,3,2016-03-03 06:30:58,40.27675,-85.49916,Muncie,IN,Light Snow,30.0,4.0,False,False,6,Thursday
A-616,2,2016-03-03 06:40:43,40.52168,-80.13163,Sewickley,PA,Mostly Cloudy,19.0,10.0,False,False,6,Thursday
A-617,2,2016-03-03 07:11:09,39.83711,-84.54392,Lewisburg,OH,Light Snow,28.9,1.5,False,False,7,Thursday
A-618,3,2016-03-03 07:18:22,39.02296,-84.51784,Latonia,KY,Light Snow,30.0,2.0,False,False,7,Thursday
A-619,2,2016-03-03 07:18:22,38.455787,-81.88205,Scott Depot,WV,Mostly Cloudy,25.0,10.0,False,False,7,Thursday
A-620,2,2016-03-03 07:25:41,39.02397,-84.48039,Newport,KY,Light Snow,30.0,2.0,False,False,7,Thursday
A-621,2,2016-03-03 07:37:39,38.22433,-85.751,Louisville,KY,Light Rain,36.0,4.0,True,False,7,Thursday
A-622,3,2016-03-03 07:36:24,39.05973,-84.42438,Cincinnati,OH,Light Snow,30.0,2.0,False,False,7,Thursday
A-623,4,2016-03-03 07:46:09,39.27734,-84.86438000000003,West Harrison,IN,Overcast,30.2,7.0,False,False,7,Thursday
A-624,2,2016-03-03 08:10:50,41.47965,-81.66758,Cleveland,OH,Scattered Clouds,25.0,10.0,False,False,8,Thursday
A-625,2,2016-03-03 08:17:10,39.02257,-84.48631,Newport,KY,Light Snow,30.9,5.0,True,False,8,Thursday
A-626,2,2016-03-03 08:45:10,40.44846,-80.00755,Pittsburgh,PA,Mostly Cloudy,25.0,10.0,False,False,8,Thursday
A-627,2,2016-03-03 08:41:21,39.09891,-84.28556999999998,Cincinnati,OH,Light Snow,30.2,5.0,False,False,8,Thursday
A-628,3,2016-03-03 09:11:56,41.06026,-81.55485999999998,Akron,OH,Overcast,26.1,10.0,False,False,9,Thursday
A-629,4,2016-03-03 13:28:39,41.802758,-83.684687,Ottawa Lake,MI,Light Snow,30.2,1.8,False,False,13,Thursday
A-630,3,2016-03-03 13:48:11,38.0791,-83.94591,Mount Sterling,KY,Overcast,32.0,5.0,False,False,13,Thursday
A-631,3,2016-03-03 13:48:11,38.01846,-84.15159,Winchester,KY,Overcast,32.0,5.0,False,False,13,Thursday
A-632,3,2016-03-03 14:56:16,38.30344,-85.88893,New Albany,IN,Light Rain,39.0,10.0,False,False,14,Thursday
A-633,3,2016-03-03 15:08:39,38.84109,-85.81618,Crothersville,IN,Mostly Cloudy,35.6,6.0,False,False,15,Thursday
A-634,2,2016-03-03 17:23:23,41.14181,-80.72015999999998,Girard,OH,Light Snow,30.0,1.5,False,False,17,Thursday
A-635,2,2016-03-03 17:24:37,39.14648,-84.45455,Cincinnati,OH,Overcast,33.1,2.0,False,False,17,Thursday
A-636,2,2016-03-03 17:26:52,41.04263,-81.50543,Akron,OH,Light Snow,32.0,3.0,False,False,17,Thursday
A-637,2,2016-03-03 17:29:06,38.21089,-85.82606,Louisville,KY,Overcast,39.0,10.0,False,False,17,Thursday
A-638,2,2016-03-03 17:46:27,39.75067,-84.14148,Dayton,OH,Light Snow,32.0,1.8,False,False,17,Thursday
A-639,2,2016-03-03 17:52:38,38.28581,-85.50792,Louisville,KY,Overcast,37.9,10.0,False,False,17,Thursday
A-640,2,2016-03-03 17:52:38,39.15273300000001,-84.541403,Cincinnati,OH,Overcast,33.1,2.0,False,False,17,Thursday
A-641,2,2016-03-03 17:53:52,38.23585,-85.658849,Louisville,KY,Overcast,37.9,10.0,False,False,17,Thursday
A-642,3,2016-03-03 18:13:52,38.20249,-85.68697,Louisville,KY,Overcast,37.9,10.0,False,False,18,Thursday
A-643,4,2016-03-03 18:49:39,40.53491,-83.10678,Marion,OH,Light Snow,30.9,1.5,False,False,18,Thursday
A-644,4,2016-03-03 18:49:39,40.52035,-83.10043,Marion,OH,Light Snow,30.9,1.5,False,False,18,Thursday
A-645,2,2016-03-03 18:49:39,39.12965,-84.49555,Cincinnati,OH,Overcast,33.1,9.0,False,False,18,Thursday
A-646,2,2016-03-03 18:50:54,38.22811,-85.7514,Louisville,KY,Overcast,39.0,10.0,False,False,18,Thursday
